sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer,ADD_INFO:sourceConceptId,ADD_INFO:sourceConceptClass,ADD_INFO:sourceDomain,ADD_INFO:sourceValidStartDate,ADD_INFO:sourceValidEndDate,ADD_INFO:sourceParents,ADD_INFO:sourceParentVocabulary,ADD_INFO:auto_concept_id_equivalence,ADD_INFO:sourceName_fi,ADD_INFO:validationMessages,ADD_INFO:autoUpdatingInfo
880-887,Open wound of upper limb,0,,1,UNCHECKED,EQUAL,Sam,1717503483215,0,Open wound of upper limb,Condition,MAPS_TO,,Sam,1717491446609,,2000409325,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,800-999,,,,,
890-897,Open wound of lower limb,0,,1,UNCHECKED,EQUAL,Sam,1717503491164,0,Open wound of lower limb,Condition,MAPS_TO,,Sam,1717491451644,,2000409326,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,800-999,,,,,
900-904,Injury to blood vessels,0,,0.84,UNCHECKED,EQUAL,Sam,1717503523668,0,Injury of blood vessel,Condition,MAPS_TO,,Sam,1717503523088,,2000409327,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,800-999,,,,,
905-909,"Late effects of injuries, poisonings, toxic effects and other external causes",0,,0.53,UNCHECKED,EQUAL,Sam,1717503572431,0,Late effect of injury,Condition,MAPS_TO,,Sam,1717503571768,,2000409328,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,800-999,,,,,
910-919,Superficial injury,0,,1,UNCHECKED,EQUAL,Sam,1717503611590,0,Superficial injury,Condition,MAPS_TO,,Sam,1717503610880,,2000409329,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,800-999,,,,,
920-924,Contusion with intact skin surface,0,,0.59,UNCHECKED,EQUAL,Sam,1717503653417,0,Contusion,Condition,MAPS_TO,,Sam,1717503652821,,2000409330,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,800-999,,,,,
925-929,Crushing injury,0,,1,UNCHECKED,EQUAL,Sam,1717503673219,0,Crushing injury,Condition,MAPS_TO,,Sam,1717491408514,,2000409331,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,800-999,,,,,
930-939,Effects of foreign body entering through orifice,0,,0.67,UNCHECKED,EQUAL,Sam,1717503712460,0,Foreign body,Condition,MAPS_TO,,Sam,1717503711824,,2000409332,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,800-999,,,,,
940-949,Burns,0,,1,UNCHECKED,EQUAL,Sam,1717503729630,0,Burn,Condition,MAPS_TO,,Sam,1717503729070,,2000409333,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,800-999,,,,,
950-957,Injury to nerves and spinal cord,0,,0.68,UNCHECKED,EQUAL,Sam,1717503904341,0,Nerve injury,Condition,MAPS_TO,,Sam,1717503888331,,2000409334,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,800-999,,,,,
958-959,Certain traumatic complications and unspecified injuries,0,,0.72,UNCHECKED,UNREVIEWED,,0,0,Traumatic injury,Condition,MAPS_TO,,Sam,1717504019837,,2000409335,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,800-999,,,,,
960-979,"Poisoning by drugs, medicaments and biological substances",0,,0.61,UNCHECKED,UNREVIEWED,,0,0,Poisoning by drug AND/OR medicinal substance,Condition,MAPS_TO,,Sam,1717491501324,,2000409336,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,800-999,,,,,
980-989,Toxic effects of substances chiefly nonmedicinal as to source,0,,0.45,UNCHECKED,EQUAL,Sam,1717504365982,0,Poisoning,Condition,MAPS_TO,,Sam,1717504365161,,2000409337,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,800-999,,,,,
990-995,Other and unspecified effects of external causes,0,,0.51,UNCHECKED,EQUAL,Sam,1717504419840,0,Effect of exposure to external cause,Condition,MAPS_TO,,Sam,1717504417892,,2000409338,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,800-999,,,,,
996-999,"Complications of surgical and medical care, not elsewhere classified",0,,0.7,UNCHECKED,EQUAL,Sam,1717504456784,0,Complication of medical care,Condition,MAPS_TO,,Sam,1717504456326,,2000409339,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,800-999,,,,,
E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning,0,,0.57,UNCHECKED,UNREVIEWED,,0,0,Causes of harm,Observation,MAPS_TO,,Sam,1717505228812,,2000409340,ICD9fi Chapter,Condition,1970-01-01,2099-12-31,,,,,,
E800-E807,Railway accidents,0,,0.97,UNCHECKED,UNREVIEWED,,0,0,Railway accident,Observation,MAPS_TO,,Sam,1717491468260,,2000409341,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,E000-E999,,,,,
E810-E819,Motor vehicle traffic accidents,0,,0.97,UNCHECKED,EQUAL,Sam,1717504947026,0,Motor vehicle traffic accident,Observation,MAPS_TO,,Sam,1717491320146,,2000409342,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,E000-E999,,,,,
E820-E825,Motor vehicle nontraffic accidents,0,,0.9,UNCHECKED,EQUAL,Sam,1717504989430,0,Motor vehicle accident off public road,Observation,MAPS_TO,,Sam,1717491327776,,2000409343,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,E000-E999,,,,,
E826-E829,Other road vehicle accidents,0,,0.77,UNCHECKED,EQUAL,Sam,1717505026500,0,Motor vehicle accident,Observation,MAPS_TO,,Sam,1717505025890,,2000409344,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,E000-E999,,,,,
E830-E838,Water transport accidents,0,,0.96,UNCHECKED,EQUAL,Sam,1717505042127,0,Water transport accident,Observation,MAPS_TO,,Sam,1717491340079,,2000409345,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,E000-E999,,,,,
E840-E845,Air and space transport accidents,0,,0.97,UNCHECKED,EQUAL,Sam,1717505059291,0,Air and space transport accident,Observation,MAPS_TO,,Sam,1717491347566,,2000409346,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,E000-E999,,,,,
E846-E848,Vehicle accidents not elsewhere classifiable,0,,0.61,UNCHECKED,EQUAL,Sam,1717505101445,0,Railway accident,Observation,MAPS_TO,,Sam,1717505099772,,2000409347,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,E000-E999,,,,,
E849-E858,"Accidental poisoning by drugs, medicaments and biologicals",0,,0.53,UNCHECKED,UNREVIEWED,,0,0,Assault by poisoning by drugs or medicines,Observation,MAPS_TO,,Sam,1717505531581,,2000409348,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,E000-E999,,,,,
E860-E869,"Accidental poisoning by other solid and liquid substances, gases and vapours",0,,0.57,UNCHECKED,UNREVIEWED,,0,0,Accidental poisoning,Condition,MAPS_TO,,Sam,1717505567579,,2000409349,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,E000-E999,,,,,
E870-E876,Misadventures to patients during surgical and medical care,0,,0.72,UNCHECKED,EQUAL,Sam,1717505681329,0,Medical accident to patient during surgical and medical care,Observation,MAPS_TO,,Sam,1717491404055,,2000409350,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,E000-E999,,,,,2025-03-27 | conceptName changed from Medical accidents to patients during surgical and medical care to Medical accident to patient during surgical and medical care
E878-E879,"Surgical and medical procedures as the cause of abnormal reaction of patient or later complication, without mention of misadventure at the time of procedure",0,,0.85,UNCHECKED,EQUAL,Sam,1717506447798,0,Clinical finding,Condition,MAPS_TO,,Sam,1717506444894,,2000409351,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,E000-E999,,,,,2025-05-19 | domainId updated from Observation to Condition | 2025-03-27 | domainId updated from Condition to Observation
E880-E888,Accidental falls,0,,0.91,UNCHECKED,EQUAL,Sam,1717506469709,0,Accidental fall,Observation,MAPS_TO,,Sam,1717491373142,,2000409352,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,E000-E999,,,,,
E890-E899,Accidents caused by fire and flames,0,,0.93,UNCHECKED,EQUAL,Sam,1717506486895,0,Accident caused by fire and flames,Observation,MAPS_TO,,Sam,1717491380858,,2000409353,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,E000-E999,,,,,
E900-E909,Accidents due to natural and environmental factors,0,,0.84,UNCHECKED,EQUAL,Sam,1717506516728,0,Accident due to environmental factor,Observation,MAPS_TO,,Sam,1717506516277,,2000409354,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,E000-E999,,,,,
E910-E915,"Accidents caused by submersion, suffocation and foreign bodies",0,,0.77,UNCHECKED,EQUAL,Sam,1717506536367,0,"Accident caused by immersion, suffocation, foreign body",Observation,MAPS_TO,,Sam,1717491407115,,2000409355,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,E000-E999,,,,,
E916-E928,Other accidents,0,,0.72,UNCHECKED,EQUAL,Sam,1717506560925,0,Accidental event,Observation,MAPS_TO,,Sam,1717506559981,,2000409356,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,E000-E999,,,,,
E929-E929,Late effects of accidental injury,0,,0.9,UNCHECKED,EQUAL,Sam,1717506600619,0,Late effect of accidental injury,Condition,MAPS_TO,,Sam,1717491322630,,2000409357,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,E000-E999,,,,,
E930-E949,"Drugs, medicaments and biological substances causing adverse effects in therapeutic use",0,,0.53,UNCHECKED,EQUAL,Sam,1717506691189,0,Adverse reaction to drug,Observation,MAPS_TO,,Sam,1717506690543,,2000409358,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,E000-E999,,,,,
E950-E959,Suicide and self-inflicted injury,0,,0.81,UNCHECKED,EQUAL,Sam,1717506761661,0,Self-injurious behavior,Observation,MAPS_TO,,Sam,1717506760583,,2000409359,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,E000-E999,,,,,2025-03-27 | domainId updated from Condition to Observation
E960-E969,Homicide and injury purposely inflicted by other persons,0,,0.64,UNCHECKED,EQUAL,Sam,1717506799457,0,Late effects of assault,Condition,MAPS_TO,,Sam,1717506798929,,2000409360,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,E000-E999,,,,,
E970-E978,Legal intervention,0,,1,UNCHECKED,UNREVIEWED,,0,0,Legal intervention,Observation,MAPS_TO,,Sam,1717506818746,,2000409361,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,E000-E999,,,,,
E980-E989,Injury undetermined whether accidentally or purposely inflicted,0,,1,UNCHECKED,UNREVIEWED,,0,0,Injury undetermined whether accidentally or purposely inflicted,Condition,MAPS_TO,,Sam,1717491451084,,2000409362,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,E000-E999,,,,,
E990-E999,Injury resulting from operations of war,0,,1,UNCHECKED,UNREVIEWED,,0,0,Injury resulting from operations of war,Condition,MAPS_TO,,Sam,1717491460950,,2000409363,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,E000-E999,,,,,
V01-V91,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,0,,0.31,UNCHECKED,EQUAL,Sam,1717507008062,0,Situation with explicit context,Observation,MAPS_TO,,Sam,1717507001890,,2000409364,ICD9fi Chapter,Condition,1970-01-01,2099-12-31,,,,,,
V01-V09,Persons with potential health hazards related to communicable diseases,0,,0.5,UNCHECKED,EQUAL,Sam,1717507222398,0,History of event,Observation,MAPS_TO,,Sam,1717507204256,,2000409365,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,V01-V91,,,,,2025-03-27 |  | conceptName changed from History of event to At increased risk of exposure to communicable disease
V10-V19,Persons with potential health hazards related to personal and family history,0,,0.4,UNCHECKED,EQUAL,Sam,1717507292560,0,Family history with explicit context,Observation,MAPS_TO,,Sam,1717507291454,,2000409366,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,V01-V91,,,,,
V20-V29,Persons encountering health services in circumstances related to reproduction and development,0,,0.48,UNCHECKED,EQUAL,Sam,1717507457565,0,Patient encounter procedure,Observation,MAPS_TO,,Sam,1717507455804,,2000409367,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,V01-V91,,,,,
V30-V39,Healthy liveborn infants according to type of birth,0,,0.51,UNCHECKED,UNREVIEWED,,0,0,Livebirth,Condition,MAPS_TO,,Sam,1717507504989,,2000409368,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,V01-V91,,,,,
V40-V49,Persons with a condition influencing their health status,0,,0.3,UNCHECKED,EQUAL,Sam,1717507541589,0,Situation with explicit context,Observation,MAPS_TO,,Sam,1717507540283,,2000409369,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,V01-V91,,,,,
V50-V59,Persons encountering health services for specific procedures and aftercare,0,,0.4,UNCHECKED,EQUAL,Sam,1717507575894,0,Patient encounter procedure,Observation,MAPS_TO,,Sam,1717507575324,,2000409370,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,V01-V91,,,,,
V60-V69,Persons encountering health services in other circumstances,0,,0.57,UNCHECKED,UNREVIEWED,,0,0,Patient encounter procedure,Observation,MAPS_TO,,Sam,1717507647221,,2000409371,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,V01-V91,,,,,
V70-V82,Persons without reported diagnosis encountered during examination and investigation of individuals and populations,0,,0.41,UNCHECKED,UNREVIEWED,,0,0,General examination of patient,Procedure,MAPS_TO,,Sam,1717507827756,,2000409372,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,V01-V91,,,,,
E800,Railway accident involving collision with rolling stock,0,,0.83,UNCHECKED,EQUAL,Sam,1718268398022,0,Train accident involving collision with rolling stock,Observation,MAPS_TO,,<auto>,1718201044363,,2000409373,4-char ICD9fi,Condition,1970-01-01,2099-12-31,E800-E807,,,,,
E801,Railway accident involving collision with other object,0,,0.79,UNCHECKED,EQUAL,Sam,1718268453644,0,Collision between railway vehicles of any kind,Observation,MAPS_TO,,Sam,1718268453080,,2000409374,4-char ICD9fi,Condition,1970-01-01,2099-12-31,E800-E807,,,,,
E802,Railway accident involving derailment without antecedent collision,0,,1,UNCHECKED,EQUAL,Sam,1718268482105,0,Railway accident involving derailment without antecedent collision,Observation,MAPS_TO,,<auto>,1718201069916,,2000409375,4-char ICD9fi,Condition,1970-01-01,2099-12-31,E800-E807,,,,,
E803,"Railway accident involving explosion, fire or burning",0,,0.85,UNCHECKED,EQUAL,Sam,1718268515253,0,"Train accident involving explosion, fire or burning",Observation,MAPS_TO,,<auto>,1718201081907,,2000409376,4-char ICD9fi,Condition,1970-01-01,2099-12-31,E800-E807,,,,,
E804,"Fall in, on or from railway train",0,,0.72,UNCHECKED,EQUAL,Sam,1718268711513,0,"Fall in, on, or from train",Observation,MAPS_TO,,Sam,1718268710974,,2000409377,4-char ICD9fi,Condition,1970-01-01,2099-12-31,E800-E807,,,,,
E805,Hit by rolling stock,0,,1,UNCHECKED,EQUAL,Sam,1718268739097,0,Hit by railway vehicle,Observation,MAPS_TO,,<auto>,1718201093804,,2000409378,4-char ICD9fi,Condition,1970-01-01,2099-12-31,E800-E807,,,,,
E806,Other specified railway accident,0,,0.8,UNCHECKED,EQUAL,Sam,1718268761491,0,Railway accident,Observation,MAPS_TO,,<auto>,1718201100145,,2000409379,4-char ICD9fi,Condition,1970-01-01,2099-12-31,E800-E807,,,,,
E807,Railway accident of unspecified nature,0,,0.74,UNCHECKED,EQUAL,Sam,1718268782983,0,Railway accident,Observation,MAPS_TO,,<auto>,1718201029658,,2000409380,4-char ICD9fi,Condition,1970-01-01,2099-12-31,E800-E807,,,,,
E810,Motor vehicle traffic accident involving collision with train,0,,0.87,UNCHECKED,EQUAL,Sam,1718268851666,0,Motor vehicle on road in collision with train,Observation,MAPS_TO,,Sam,1718268851040,,2000409381,4-char ICD9fi,Condition,1970-01-01,2099-12-31,E810-E819,,,,,
E811,Motor vehicle traffic accident involving re-entrant collision with another motor vehicle,0,,1,UNCHECKED,EQUAL,Sam,1718268873097,0,Motor vehicle traffic accident involving re-entrant collision with another motor vehicle,Observation,MAPS_TO,,<auto>,1718201061403,,2000409382,4-char ICD9fi,Condition,1970-01-01,2099-12-31,E810-E819,,,,,
E812,Other motor vehicle traffic accident involving collision with another motor vehicle,0,,0.95,UNCHECKED,EQUAL,Sam,1718268913766,0,Motor vehicle on road in collision with another motor vehicle,Observation,MAPS_TO,,Sam,1718268912922,,2000409383,4-char ICD9fi,Condition,1970-01-01,2099-12-31,E810-E819,,,,,
E813,Motor vehicle traffic accident involving collision with other vehicle,0,,0.9,UNCHECKED,EQUAL,Sam,1718269044821,0,Motor vehicle on road in collision with another motor vehicle,Observation,MAPS_TO,,Sam,1718269044171,,2000409384,4-char ICD9fi,Condition,1970-01-01,2099-12-31,E810-E819,,,,,
E814,Motor vehicle traffic accident involving collision with pedestrian,0,,0.84,UNCHECKED,EQUAL,Sam,1718269092138,0,Motor vehicle on road in collision with pedestrian,Observation,MAPS_TO,,Sam,1718269091428,,2000409385,4-char ICD9fi,Condition,1970-01-01,2099-12-31,E810-E819,,,,,
E815,Other motor vehicle traffic accident involving collision on the highway,0,,0.8,UNCHECKED,EQUAL,Sam,1718269131053,0,Motor vehicle traffic accident,Observation,MAPS_TO,,Sam,1718269130609,,2000409386,4-char ICD9fi,Condition,1970-01-01,2099-12-31,E810-E819,,,,,
E816,"Motor vehicle traffic accident due to loss of control, without collision on the highway",0,,1,UNCHECKED,EQUAL,Sam,1718269161890,0,Motor vehicle traffic accident due to loss of control without collision on the road,Observation,MAPS_TO,,<auto>,1718201117579,,2000409387,4-char ICD9fi,Condition,1970-01-01,2099-12-31,E810-E819,,,,,
E817,Noncollision motor vehicle traffic accident while boarding or alighting,0,,1,UNCHECKED,EQUAL,Sam,1718269179765,0,Noncollision motor vehicle traffic accident while boarding or alighting,Observation,MAPS_TO,,<auto>,1718200894431,,2000409388,4-char ICD9fi,Condition,1970-01-01,2099-12-31,E810-E819,,,,,
E818,Other noncollision motor vehicle traffic accident,0,,0.75,UNCHECKED,EQUAL,Sam,1718269327344,0,Motor vehicle traffic accident,Observation,MAPS_TO,,Sam,1718269326687,,2000409389,4-char ICD9fi,Condition,1970-01-01,2099-12-31,E810-E819,,,,,
E819,Motor vehicle traffic accident of unspecified nature,0,,0.79,UNCHECKED,EQUAL,Sam,1718269346642,0,Motor vehicle traffic accident,Observation,MAPS_TO,,<auto>,1718200925970,,2000409390,4-char ICD9fi,Condition,1970-01-01,2099-12-31,E810-E819,,,,,
E820,Nontraffic accident involving motor-driven snow vehicle,0,,0.85,UNCHECKED,EQUAL,Sam,1718269395371,0,Accident off public road involving motor-driven snow vehicle,Observation,MAPS_TO,,Sam,1718269394898,,2000409391,4-char ICD9fi,Condition,1970-01-01,2099-12-31,E820-E825,,,,,
E821,Nontraffic accident involving other off-road motor vehicle,0,,0.88,UNCHECKED,EQUAL,Sam,1718269495228,0,Accident involving off-road land motor vehicle,Observation,MAPS_TO,,<auto>,1718200800689,,2000409392,4-char ICD9fi,Condition,1970-01-01,2099-12-31,E820-E825,,,,,
E822,Other motor vehicle nontraffic accident involving collision with moving object,0,,0.84,UNCHECKED,EQUAL,Sam,1718269533916,0,Motor vehicle collision,Observation,MAPS_TO,,Sam,1718269531215,,2000409393,4-char ICD9fi,Condition,1970-01-01,2099-12-31,E820-E825,,,,,
E823,Other motor vehicle nontraffic accident involving collision with stationary object,0,,0.84,UNCHECKED,EQUAL,Sam,1718269573547,0,Motor vehicle collision,Observation,MAPS_TO,,Sam,1718269572981,,2000409394,4-char ICD9fi,Condition,1970-01-01,2099-12-31,E820-E825,,,,,
E824,Other motor vehicle nontraffic accident while boarding and alighting,0,,0.85,UNCHECKED,EQUAL,Sam,1718269591448,0,Noncollision motor vehicle traffic accident while boarding or alighting,Observation,MAPS_TO,,<auto>,1718200869156,,2000409395,4-char ICD9fi,Condition,1970-01-01,2099-12-31,E820-E825,,,,,
E825,Other motor vehicle nontraffic accident of other and unspecified nature,0,,0.7,UNCHECKED,EQUAL,Sam,1718269605385,0,Motor vehicle accident off public road,Observation,MAPS_TO,,<auto>,1718201000957,,2000409396,4-char ICD9fi,Condition,1970-01-01,2099-12-31,E820-E825,,,,,
E826,Pedal cycle accident,0,,1,UNCHECKED,EQUAL,Sam,1718269637732,0,Pedal cycle accident,Observation,MAPS_TO,,<auto>,1718201006483,,2000409397,4-char ICD9fi,Condition,1970-01-01,2099-12-31,E826-E829,,,,,
E827,Animal-drawn vehicle accident,0,,1,UNCHECKED,EQUAL,Sam,1718269655167,0,Animal-drawn vehicle accident,Observation,MAPS_TO,,<auto>,1718201012776,,2000409398,4-char ICD9fi,Condition,1970-01-01,2099-12-31,E826-E829,,,,,
E828,Accident involving animal being ridden,0,,1,UNCHECKED,EQUAL,Sam,1718269673887,0,Accident involving animal being ridden,Observation,MAPS_TO,,<auto>,1718201021168,,2000409399,4-char ICD9fi,Condition,1970-01-01,2099-12-31,E826-E829,,,,,
E829,Other road vehicle accidents,0,,0.77,UNCHECKED,EQUAL,Sam,1718269724293,0,Vehicle accident,Observation,MAPS_TO,,Sam,1718269723460,,2000409400,4-char ICD9fi,Condition,1970-01-01,2099-12-31,E826-E829,,,,,
E830,Accident to watercraft causing submersion,0,,0.81,UNCHECKED,EQUAL,Sam,1718269744369,0,Accident to watercraft causing immersion,Observation,MAPS_TO,,<auto>,1718200955112,,2000409401,4-char ICD9fi,Condition,1970-01-01,2099-12-31,E830-E838,,,,,
E831,Accident to watercraft causing other injury,0,,0.85,UNCHECKED,EQUAL,Sam,1718269785825,0,Water transport accident,Observation,MAPS_TO,,Sam,1718269785180,,2000409402,4-char ICD9fi,Condition,1970-01-01,2099-12-31,E830-E838,,,,,
E832,Other accidental submersion or drowning in water transport accident,0,,0.75,UNCHECKED,EQUAL,Sam,1718269860334,0,Air and space transport accident,Observation,MAPS_TO,,Sam,1718269859744,,2000409403,4-char ICD9fi,Condition,1970-01-01,2099-12-31,E830-E838,,,,,
E833,Fall on stairs or ladders in water transport,0,,1,UNCHECKED,EQUAL,Sam,1718269878998,0,Fall on stairs or ladders in water transport,Observation,MAPS_TO,,<auto>,1718200951613,,2000409404,4-char ICD9fi,Condition,1970-01-01,2099-12-31,E830-E838,,,,,
E834,Other fall from one level to another in water transport,0,,0.76,UNCHECKED,EQUAL,Sam,1718269915632,0,Water transport accident,Observation,MAPS_TO,,Sam,1718269915163,,2000409405,4-char ICD9fi,Condition,1970-01-01,2099-12-31,E830-E838,,,,,
E835,Other and unspecified fall in water transport,0,,0.58,UNCHECKED,EQUAL,Sam,1718269960779,0,Water transport accident,Observation,MAPS_TO,,Sam,1718269960340,,2000409406,4-char ICD9fi,Condition,1970-01-01,2099-12-31,E830-E838,,,,,
